country,district,site,houseNumber,collectionMethod,total,totalAnopheles,totalOtherMosquitoes,maleAnopheles,anGambiaeUF,anGambiaeF,anGambiaeG,AnGambiaeMale,AnGambiaeFemale,anFunestusUF,anFunestusF,anFunestusG,AnFunestusMale,AnFunestusFemale,anOtherUF,anOtherF,anOtherG,AnOtherMale,AnOtherFemale,CulexUF,CulexF,CulexG,culexMale,culexFemale,AedesUF,AedesF,AedesG,aedesMale,aedesFemale,MansoniaUF,MansoniaF,MansoniaG,mansoniaMale,mansoniaFemale,peopleSlept,irsSprayed,monthsAgo,totalLLIN,llinType,llinBrand,peopleSleptUnderLlin,name,date,site code,health centre,parish,village,coded house number,Latitude,Longitude,House Type,Title of Officer
Uganda,Mayuge,77,617,CDC Light Trap (LTC),5,4,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,No,,2,Pyrethroid + PBO,OLYSET,4,,2025-09-16T14:53:12.000Z,77,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Koboko,94,640,CDC Light Trap (LTC),9,5,4,5,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,No,,1,Pyrethroid + PBO,OLYSET,4,,2025-09-13T14:00:39.000Z,94,Koboko Mission Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,78,620,Pyrethrum Spray Catch (PSC),10,4,6,4,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,1,No,,,Unknown,Unknown,,,2025-09-09T18:00:13.000Z,78,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Adjumani,91,637,CDC Light Trap (LTC),6,3,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,No,,4,Pyrethroid + PBO,OLYSET,2,,2025-09-09T14:22:44.000Z,91,Dzaipi Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,87,633,Pyrethrum Spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,No,,2,Pyrethroid + PBO,OLYSET,1,,2025-09-09T05:33:43.000Z,87,Ofua (Ofua) Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,82,628,Pyrethrum Spray Catch (PSC),15,7,8,7,0,0,1,2,0,1,0,1,3,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,8,Yes,23,6,Pyrethroid + PBO,OLYSET,3,,2025-09-07T21:28:14.000Z,82,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,89,635,CDC Light Trap (LTC),10,5,5,5,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,4,Yes,1,3,Pyrethroid + PBO,OLYSET,1,,2025-09-07T12:07:30.000Z,89,Dzaipi Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,88,634,CDC Light Trap (LTC),14,5,9,5,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,4,0,0,0,1,2,0,3,No,,2,Pyrethroid + PBO,OLYSET,1,,2025-09-06T00:53:33.000Z,88,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,83,629,Pyrethrum Spray Catch (PSC),10,5,5,5,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,9,Yes,12,1,Pyrethroid + PBO,OLYSET,4,,2025-09-04T16:40:50.000Z,83,Malongo Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Mayuge,78,619,Pyrethrum Spray Catch (PSC),13,4,9,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,2,0,1,No,,,Pyrethroid + PBO,OLYSET,1,,2025-09-03T23:59:38.000Z,78,Bukatube Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Koboko,95,641,CDC Light Trap (LTC),6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,2,Yes,8,,Unknown,Unknown,,,2025-09-02T20:38:19.000Z,95,Koboko Mission Health Centre III,,,,,,,Vector Control Officer (VCO)
Uganda,Adjumani,90,636,Pyrethrum Spray Catch (PSC),12,4,8,4,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,1,3,0,1,No,,5,Pyrethroid + PBO,OLYSET,1,,2025-09-02T09:26:21.000Z,90,Dzaipi Health Centre III,,,,,,,Field Operations Team (FOT)
Uganda,Mayuge,79,624,CDC Light Trap (LTC),12,6,6,6,0,0,1,2,0,0,0,2,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,2,No,,3,Pyrethroid + PBO,OLYSET,2,,2025-09-01T19:20:18.000Z,79,Bukatube Health Centre III,,,,,,,Village Health Team (VHT)
Uganda,Adjumani,109,708,CDC light Trap (LTC),13,2,11,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,6,0,2,10,0,0,0,0,0,0,1,0,0,1,0,5,Yes,8,2,Pyrethroid-only,PermaNet 2.0,4,,2024-08-03T16:00:00.000Z,109,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,110,712,CDC light Trap (LTC),13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,9,0,1,Yes,8,1,Pyrethroid-only,PermaNet 2.0,1,,2024-08-03T16:00:00.000Z,110,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,111,716,CDC light Trap (LTC),37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,15,0,0,0,0,0,0,19,0,0,22,0,6,Yes,8,1,Pyrethroid-only,PermaNet 2.0,4,,2024-08-03T16:00:00.000Z,111,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,114,728,CDC light Trap (LTC),16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,12,0,0,12,0,4,Yes,8,2,Pyrethroid + PBO,PermaNet 3.0,4,,2024-08-03T16:00:00.000Z,114,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,115,732,CDC light Trap (LTC),5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,1,0,4,Yes,8,2,Pyrethroid-only,PermaNet 2.0,4,,2024-08-03T16:00:00.000Z,115,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,116,736,CDC light Trap (LTC),5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,0,3,Yes,8,2,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-03T16:00:00.000Z,116,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,129,788,CDC light Trap (LTC),6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,2,0,33,Yes,9,1,Pyrethroid + PBO,PermaNet 2.0,4,,2024-08-03T16:00:00.000Z,129,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,130,792,CDC light Trap (LTC),3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,Yes,9,1,Pyrethroid + PBO,PermaNet 2.0,2,,2024-08-03T16:00:00.000Z,130,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,134,807,CDC light Trap (LTC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,Yes,8,1,Royal guard,Royal guard,1,,2024-08-03T16:00:00.000Z,134,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,135,811,CDC light Trap (LTC),32,1,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,20,0,0,26,0,3,Yes,8,1,Royal guard,Royal guard,3,,2024-08-03T16:00:00.000Z,135,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,136,815,CDC light Trap (LTC),9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,8,0,0,0,0,0,0,0,0,0,1,0,2,Yes,8,1,Royal guard,Royal guard,2,,2024-08-03T16:00:00.000Z,136,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,149,866,CDC light Trap (LTC),42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,27,0,4,38,0,3,Yes,7,1,Pyrethroid + pyriproxyfen,Other,3,,2024-08-03T16:00:00.000Z,149,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,150,870,CDC light Trap (LTC),27,1,26,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,0,1,25,0,1,Yes,7,1,Pyrethroid + pyriproxyfen,ROYAL GARD,1,,2024-08-03T16:00:00.000Z,150,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,154,886,CDC light Trap (LTC),104,3,101,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,0,0,0,0,91,0,2,96,0,2,Yes,7,1,Pyrethroid + pyriproxyfen,ROYALGUARD,2,,2024-08-03T16:00:00.000Z,154,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,155,890,CDC light Trap (LTC),95,2,93,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,11,0,2,14,0,0,0,0,0,0,72,0,1,79,0,3,Yes,7,2,Pyrethroid + pyriproxyfen,ROYALGUARD,3,,2024-08-03T16:00:00.000Z,155,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,156,894,CDC light Trap (LTC),24,2,22,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6,0,0,6,0,0,0,0,0,0,14,0,0,16,0,2,Yes,7,1,Pyrethroid + pyriproxyfen,ROYALGUARD,2,,2024-08-03T16:00:00.000Z,156,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,160,910,CDC light Trap (LTC),7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,2,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-03T16:00:00.000Z,160,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,161,914,CDC light Trap (LTC),35,13,22,13,6,0,0,8,0,4,0,0,4,0,1,0,0,1,0,16,0,1,20,0,0,0,0,0,0,2,0,0,2,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-03T16:00:00.000Z,161,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,165,930,CDC light Trap (LTC),13,9,4,9,1,0,0,2,0,2,0,2,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-03T16:00:00.000Z,165,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,166,934,CDC light Trap (LTC),12,1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,10,0,0,0,0,0,0,1,0,0,1,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-03T16:00:00.000Z,166,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,183,1002,CDC light Trap (LTC),71,13,58,13,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,21,0,5,31,0,0,0,0,0,0,23,0,0,27,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-03T16:00:00.000Z,183,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,184,1006,CDC light Trap (LTC),90,26,64,26,1,0,0,2,0,20,0,1,21,0,2,0,0,3,0,27,0,5,37,0,0,0,0,0,0,24,0,0,27,0,5,No,,2,Pyrethroid + PBO,PermaNet 3.0,5,,2024-08-03T16:00:00.000Z,184,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,185,1010,CDC light Trap (LTC),62,31,31,31,0,0,0,0,0,12,0,2,25,0,5,0,0,6,0,8,0,4,13,0,0,0,0,0,0,15,0,1,18,0,4,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-03T16:00:00.000Z,185,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,186,1014,CDC light Trap (LTC),21,6,15,6,1,0,0,2,0,2,0,1,4,0,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,5,0,0,5,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-03T16:00:00.000Z,186,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,107,700,CDC light Trap (LTC),33,6,27,6,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,2,8,0,0,0,0,0,0,13,0,1,19,0,2,Yes,8,1,Pyrethroid-only,PermaNet 2.0,2,,2024-08-02T16:00:00.000Z,107,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,108,704,CDC light Trap (LTC),94,1,93,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,45,0,5,61,0,0,0,0,0,0,30,0,0,32,0,4,Yes,8,2,Pyrethroid-only,PermaNet 2.0,4,,2024-08-02T16:00:00.000Z,108,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,112,720,CDC light Trap (LTC),20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,12,0,0,14,0,4,Yes,8,2,Pyrethroid + PBO,PermaNet 3.0,4,,2024-08-02T16:00:00.000Z,112,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,113,724,CDC light Trap (LTC),14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,8,0,0,9,0,3,Yes,8,2,Pyrethroid-only,PermaNet 2.0,3,,2024-08-02T16:00:00.000Z,113,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,127,780,CDC light Trap (LTC),4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,4,Yes,9,2,Pyrethroid + PBO,PermaNet 2.0,4,,2024-08-02T16:00:00.000Z,127,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,128,784,CDC light Trap (LTC),5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,2,0,3,Yes,9,1,Pyrethroid + PBO,PermaNet 2.0,3,,2024-08-02T16:00:00.000Z,128,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,131,796,CDC light Trap (LTC),8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,1,0,0,2,0,1,Yes,9,1,Pyrethroid + PBO,PermaNet 2.0,1,,2024-08-02T16:00:00.000Z,131,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,133,803,CDC light Trap (LTC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Yes,8,1,Royal guard,Royal guard,3,,2024-08-02T16:00:00.000Z,133,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,147,858,CDC light Trap (LTC),67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,0,0,0,0,0,0,38,0,9,54,0,2,Yes,7,2,Pyrethroid + pyriproxyfen,ROYAL GARD,2,,2024-08-02T16:00:00.000Z,147,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,148,862,CDC light Trap (LTC),94,1,93,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,60,0,14,86,0,3,Yes,7,1,Pyrethroid + pyriproxyfen,ROYAL GARD,3,,2024-08-02T16:00:00.000Z,148,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,151,874,CDC light Trap (LTC),16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,9,0,4,13,0,3,Yes,7,1,Pyrethroid + pyriproxyfen,ROYAL GARD,3,,2024-08-02T16:00:00.000Z,151,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,152,878,CDC light Trap (LTC),212,1,211,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,3,11,0,0,0,0,0,0,179,0,4,200,0,3,Yes,7,1,Pyrethroid + pyriproxyfen,ROYALGUARD,3,,2024-08-02T16:00:00.000Z,152,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,153,882,CDC light Trap (LTC),160,16,144,16,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,4,0,0,5,0,0,0,0,0,0,135,0,1,139,0,4,Yes,7,2,Pyrethroid + pyriproxyfen,ROYALGUARD,4,,2024-08-02T16:00:00.000Z,153,Maaji A Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,157,898,CDC light Trap (LTC),54,5,49,5,3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,31,0,8,47,0,0,0,0,0,0,2,0,0,2,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,157,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,158,902,CDC light Trap (LTC),12,4,8,4,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,1,0,0,3,0,6,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-02T16:00:00.000Z,158,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,159,906,CDC light Trap (LTC),40,8,32,8,0,0,0,0,0,4,0,2,6,0,2,0,0,2,0,19,0,5,31,0,0,0,0,0,0,1,0,0,1,0,6,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,159,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,162,918,CDC light Trap (LTC),11,7,4,7,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-02T16:00:00.000Z,162,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,163,922,CDC light Trap (LTC),39,32,7,32,13,0,0,13,0,17,0,2,19,0,0,0,0,0,0,3,0,2,6,0,0,0,0,0,0,1,0,0,1,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,163,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,164,926,CDC light Trap (LTC),18,10,8,10,3,0,1,4,0,2,0,1,4,0,2,0,0,2,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,164,Busira Health Centre II,,,,,,,Village Health Team Member
Uganda,Mayuge,177,978,CDC light Trap (LTC),41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0,0,0,22,0,0,34,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,3,,2024-08-02T16:00:00.000Z,177,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,178,982,CDC light Trap (LTC),55,1,54,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,0,34,0,5,48,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-02T16:00:00.000Z,178,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,179,986,CDC light Trap (LTC),37,1,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,6,0,0,0,0,0,0,21,0,0,30,0,2,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,179,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,180,990,CDC light Trap (LTC),22,1,21,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,12,0,2,15,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4,,2024-08-02T16:00:00.000Z,180,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,181,994,CDC light Trap (LTC),18,2,16,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,12,0,0,13,0,4,No,,2,Pyrethroid + PBO,PermaNet 3.0,4,,2024-08-02T16:00:00.000Z,181,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,182,998,CDC light Trap (LTC),34,3,31,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,23,0,0,28,0,6,No,,2,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-02T16:00:00.000Z,182,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,191,1034,Pyrethrum spray Catch (PSC),13,7,6,7,0,0,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,No,,,Unknown,Unknown,,,2024-08-02T16:00:00.000Z,191,Bukatube Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,197,1058,CDC light Trap (LTC),121,15,106,15,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,16,0,2,20,0,0,0,0,0,0,78,0,2,86,0,3,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,197,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,202,1081,CDC light Trap (LTC),145,15,130,15,2,0,0,2,0,0,0,0,0,0,13,0,0,13,0,9,0,0,14,0,0,0,0,0,0,86,0,5,116,0,6,No,,3,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-02T16:00:00.000Z,202,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,203,1085,CDC light Trap (LTC),258,53,205,53,2,0,0,2,0,0,0,0,1,0,49,0,0,50,0,11,0,3,32,0,0,0,0,0,0,138,0,4,173,0,6,No,,4,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-02T16:00:00.000Z,203,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,205,1093,CDC light Trap (LTC),100,9,91,9,2,0,0,2,0,0,0,0,0,0,6,0,0,7,0,10,0,1,13,0,0,0,0,0,0,74,0,0,78,0,1,No,,1,Pyrethroid + PBO,PermaNet 3.0,1,,2024-08-02T16:00:00.000Z,205,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,206,1097,CDC light Trap (LTC),63,16,47,16,0,0,0,2,0,2,0,0,3,0,10,0,0,11,0,10,0,0,12,0,0,0,0,0,0,28,0,1,35,0,5,No,,1,Pyrethroid + PBO,PermaNet 3.0,2,,2024-08-02T16:00:00.000Z,206,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,199,1067,CDC light Trap (LTC),101,10,91,10,1,0,0,1,0,3,0,0,3,0,6,0,0,6,0,3,0,1,4,0,0,0,0,0,0,79,0,1,87,0,5,No,,2,Pyrethroid + PBO,PermaNet 3.0,5,,2024-08-01T16:00:00.000Z,199,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,200,1073,CDC light Trap (LTC),219,27,192,27,1,0,0,1,0,0,0,0,0,0,25,0,0,26,0,30,0,7,48,0,0,0,0,0,0,122,0,0,144,0,5,No,,3,Pyrethroid + PBO,PermaNet 3.0,5,,2024-08-01T16:00:00.000Z,200,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,201,1077,CDC light Trap (LTC),91,14,77,14,3,0,0,4,0,4,0,0,4,0,5,0,0,6,0,10,0,3,14,0,0,0,0,0,0,60,0,0,63,0,6,No,,3,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-01T16:00:00.000Z,201,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Mayuge,204,1089,CDC light Trap (LTC),252,23,229,23,0,0,0,0,0,1,0,0,1,0,20,0,0,22,0,29,0,3,40,0,0,0,0,0,0,156,0,5,189,0,5,No,,3,Pyrethroid + PBO,PermaNet 3.0,5,,2024-08-01T16:00:00.000Z,204,Malongo Health Centre III,,,,,,,Village Health Team Member
Uganda,Adjumani,100,672,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,8,2,Pyrethroid-only,PermaNet 2.0,4,,2024-08-01T16:00:00.000Z,100,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,101,676,Pyrethrum spray Catch (PSC),2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,Yes,8,1,Pyrethroid-only,PermaNet 2.0,4,,2024-08-01T16:00:00.000Z,101,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,104,688,Pyrethrum spray Catch (PSC),7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,Yes,8,2,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-01T16:00:00.000Z,104,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,105,692,Pyrethrum spray Catch (PSC),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,6,Yes,8,2,Pyrethroid + PBO,PermaNet 3.0,6,,2024-08-01T16:00:00.000Z,105,Ajugopi Health Centre II,,,,,,,Village Health Team Member
Uganda,Adjumani,118,744,Pyrethrum spray Catch (PSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Yes,9,1,Pyrethroid + PBO,PermaNet 2.0,4,,2024-08-01T16:00:00.000Z,118,Ofua (Ofua) Health Centre III,,,,,,,Village Health Team Member
